route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
7N-VIC,4745,11519631:11453845:11462852,UVic via Cook St Village,21703,11462852,1
72-VIC,4869,11302544:11453849:11464613,Downtown via Saanichton,44805,11464613,1
72-VIC,4877,11302544:11453849:12154415,Downtown via Saanichton,44805,12154415,1
30-VIC,4858,11302727:11453858:11460941,Downtown via Carey,18838,11460941,1
30-VIC,4744,11302727:11453858:11462860,Downtown via Carey,18838,11462860,1
30-VIC,4867,11302727:11453858:11464847,Downtown via Carey,18838,11464847,1
30-VIC,4870,11302727:11453858:12153639,Downtown via Carey,18838,12153639,1
30-VIC,4875,11302727:11453858:12155010,Downtown via Carey,18838,12155010,1
26-VIC,4867,11281669:11453868:11459508,UVic via Tillicum/McKenzie,31720,11459508,0
26-VIC,4744,11281669:11453868:11460993,UVic via Tillicum/McKenzie,31720,11460993,0
26-VIC,4858,11281669:11453868:11463252,UVic via Tillicum/McKenzie,31720,11463252,0
26-VIC,4870,11281669:11453868:12153554,UVic via Tillicum/McKenzie,31720,12153554,0
26-VIC,4875,11281669:11453868:12154109,UVic via Tillicum/McKenzie,31720,12154109,0
52-VIC,4868,11273720:11453870:11459528,Colwood Exch via Royal Bay,45222,11459528,0
7-VIC,4487,11551071:11453871:11463974,UVic via Fairfield,43896,11463974,1
6-VIC,4745,11518065:11453874:11459798,Royal Oak Exch via Royal Oak Ctr,18715,11459798,0
2-VIC,4857,11353295:11453875:11464226,James Bay - Fisherman's Wharf,36544,11464226,1
2-VIC,4867,11353295:11453875:12153738,James Bay - Fisherman's Wharf,36544,12153738,1
2-VIC,4870,11353295:11453875:12154005,James Bay - Fisherman's Wharf,36544,12154005,1
2-VIC,4863,11353295:11453875:12154055,James Bay - Fisherman's Wharf,36544,12154055,1
2-VIC,4875,11353295:11453875:12154103,James Bay - Fisherman's Wharf,36544,12154103,1
2-VIC,4744,11353295:11453875:12154792,James Bay - Fisherman's Wharf,36544,12154792,1
6A-VIC,4745,11518119:11453876:11461168,Royal Oak Exch via Emily Carr,21583,11461168,0
2-VIC,4745,11517947:11453880:11460441,James Bay - Fisherman's Wharf,36544,11460441,1
61-VIC,4868,11374222:11453888:11460005,Langford Exch,19003,11460005,0
61-VIC,4876,11374222:11453888:12153300,Langford Exch,19003,12153300,0
59-VIC,4869,11274722:11453891:11462021,Langford Exch via Triangle Mtn,19545,11462021,0
15-VIC,4876,11378998:11453894:12154285,UVic - Fort/Foul Bay Express,19054,12154285,0
15-VIC,4868,11378998:11453894:12155199,UVic - Fort/Foul Bay Express,19054,12155199,0
75-VIC,4857,11302616:11453904:11460835,Saanichton Exch to Route 81,45158,11460835,0
75-VIC,4870,11302616:11453904:12153921,Saanichton Exch to Route 81,45158,12153921,0
75-VIC,4867,11302616:11453904:12153954,Saanichton Exch to Route 81,45158,12153954,0
75-VIC,4863,11302616:11453904:12154102,Saanichton Exch to Route 81,45158,12154102,0
75-VIC,4875,11302616:11453904:12154281,Saanichton Exch to Route 81,45158,12154281,0
75-VIC,4744,11302616:11453904:12154860,Saanichton Exch to Route 81,45158,12154860,0
28-VIC,4487,11549743:11453908:11464496,Majestic via Shelbourne,45298,11464496,0
14-VIC,4868,11378810:11453910:11462069,Vic General via Craigflower,40195,11462069,1
14-VIC,4876,11378810:11453910:12155248,Vic General via Craigflower,40195,12155248,1
2-VIC,4487,11549317:11453918:12153832,South Oak Bay,23427,12153832,0
26-VIC,4743,11528868:11453919:11459548,UVic via Tillicum/McKenzie,31720,11459548,0
31-VIC,4487,11549575:11453920:11460710,Royal Oak Exch via Glanford,18743,11460710,0
2-VIC,4487,11549348:11453925:11462012,South Oak Bay,23427,11462012,0
14-VIC,4487,11550418:11453932:11463974,UVic via Richmond,26515,11463974,0
3-VIC,4744,11223127:11453936:11460358,James Bay via Quimper Loop,21590,11460358,0
3-VIC,4867,11223127:11453936:11461298,James Bay via Quimper Loop,21590,11461298,0
3-VIC,4858,11223127:11453936:11462490,James Bay via Quimper Loop,21590,11462490,0
21-VIC,4487,11551061:11453940:12153297,Downtown - to 7 UVic,23385,12153297,1
31-VIC,4744,11302666:11453942:11461056,Royal Oak Exch via Glanford,18743,11461056,0
31-VIC,4867,11302666:11453942:11462927,Royal Oak Exch via Glanford,18743,11462927,0
31-VIC,4858,11302666:11453942:11464116,Royal Oak Exch via Glanford,18743,11464116,0
31-VIC,4870,11302666:11453942:12154471,Royal Oak Exch via Glanford,18743,12154471,0
31-VIC,4875,11302666:11453942:12155224,Royal Oak Exch via Glanford,18743,12155224,0
11-VIC,4487,11549507:11453945:11464815,Tillicum Ctr via Gorge,44802,11464815,1
70-VIC,4743,11527273:11453946:11461714,Swartz Bay Ferry via Hwy 17,45315,11461714,0
28-VIC,4869,11340524:11453949:11464194,Majestic via Shelbourne,45298,11464194,0
28-VIC,4877,11340524:11453949:12154564,Majestic via Shelbourne,45298,12154564,0
88A-VIC,4744,11303030:11453959:11461026,Airport - bypass Industrial,44966,11461026,1
88A-VIC,4867,11303030:11453959:11463603,Airport - bypass Industrial,44966,11463603,1
88A-VIC,4858,11303030:11453959:11464784,Airport - bypass Industrial,44966,11464784,1
60-VIC,4869,11274730:11453963:11463625,Langford Exch via Lagoon,19362,11463625,0
14-VIC,4869,11379147:11453969:11462798,UVic via Richmond,26515,11462798,0
14-VIC,4877,11379147:11453969:12155143,UVic via Richmond,26515,12155143,0
26-VIC,4743,11528812:11453973:11461609,Dockyard via McKenzie/Tillicum,40061,11461609,1
14-VIC,4743,11528618:11453974:11463027,Vic General via Craigflower,40195,11463027,1
15-VIC,4743,11528714:11453976:11464513,UVic - Fort/Foul Bay Express,19054,11464513,0
95-VIC,4743,11527480:11453982:11465032,Blink - to Downtown,18717,11465032,0
95-VIC,4868,11374188:11454008:11460047,Blink - to Langford,18836,11460047,1
95-VIC,4876,11374188:11454008:12154329,Blink - to Langford,18836,12154329,1
31-VIC,4869,11304314:11454022:11464046,Royal Oak Exch via Glanford,18743,11464046,0
31-VIC,4877,11304314:11454022:12153983,Royal Oak Exch via Glanford,18743,12153983,0
4-VIC,4743,11527778:11454023:11464858,Downtown via Hillside,26927,11464858,1
27-VIC,4745,11518628:11454027:11463186,Downtown via Shelbourne,45299,11463186,1
30-VIC,4743,11527888:11454033:11461729,Royal Oak Exch via Carey,18634,11461729,0
30-VIC,4743,11527952:11454036:11460297,Royal Oak Exch via Carey,18634,11460297,0
3-VIC,4487,11550711:11454040:12155228,Royal Jubilee via Quimper Loop,19489,12155228,1
24-VIC,4858,11385065:11454041:11460310,Cedar Hill via Cook North,44800,11460310,0
24-VIC,4867,11385065:11454041:11461149,Cedar Hill via Cook North,44800,11461149,0
24-VIC,4744,11385065:11454041:11462891,Cedar Hill via Cook North,44800,11462891,0
24-VIC,4870,11385065:11454041:12154787,Cedar Hill via Cook North,44800,12154787,0
24-VIC,4875,11385065:11454041:12155107,Cedar Hill via Cook North,44800,12155107,0
61-VIC,4868,11374287:11454043:11463007,Langford Exch,19003,11463007,0
61-VIC,4876,11374287:11454043:12155370,Langford Exch,19003,12155370,0
30-VIC,4744,11302675:11454045:11460691,Royal Oak Exch via Carey,18634,11460691,0
30-VIC,4858,11302675:11454045:11463334,Royal Oak Exch via Carey,18634,11463334,0
30-VIC,4867,11302675:11454045:11464891,Royal Oak Exch via Carey,18634,11464891,0
30-VIC,4875,11302675:11454045:12153719,Royal Oak Exch via Carey,18634,12153719,0
30-VIC,4870,11302675:11454045:12154794,Royal Oak Exch via Carey,18634,12154794,0
6-VIC,4868,11343079:11454052:11464502,Downtown via Royal Oak Ctr,18962,11464502,1
6-VIC,4876,11343079:11454052:12154991,Downtown via Royal Oak Ctr,18962,12154991,1
5-VIC,4487,11549322:11454053:12153832,Willows,23383,12153832,0
6-VIC,4487,11549982:11454066:11462559,Downtown via Royal Oak Ctr,18962,11462559,1
3-VIC,4743,11529084:11454076:12153946,Royal Jubilee,19664,12153946,1
15-VIC,4867,11281564:11454079:11460063,UVic - Fort/Foul Bay Express,19054,11460063,0
15-VIC,4858,11281564:11454079:11461998,UVic - Fort/Foul Bay Express,19054,11461998,0
15-VIC,4744,11281564:11454079:11463550,UVic - Fort/Foul Bay Express,19054,11463550,0
15-VIC,4875,11281564:11454079:12154336,UVic - Fort/Foul Bay Express,19054,12154336,0
15-VIC,4870,11281564:11454079:12154850,UVic - Fort/Foul Bay Express,19054,12154850,0
31-VIC,4869,11304310:11454082:11461128,Royal Oak Exch via Glanford,18743,11461128,0
31-VIC,4877,11304310:11454082:12153329,Royal Oak Exch via Glanford,18743,12153329,0
28-VIC,4487,11549816:11454087:11463992,Majestic via Shelbourne,26525,11463992,0
60-VIC,4868,11274103:11454099:11462896,Royal Bay Exch via Lagoon,18644,11462896,1
81-VIC,4745,11518385:11454104:11464577,to Sidney only via Lochside,44959,11464577,0
22-VIC,4869,11358458:11454112:11459512,Hillside Ctr via Hastings,19096,11459512,1
75-VIC,4743,11527902:11454118:11464478,Saanichton Exch to Route 81,44935,11464478,0
81-VIC,4487,11549625:11454119:11464888,Swartz Bay Ferry via Lochside,44906,11464888,0
95-VIC,4487,11549224:11454122:11460550,Blink - to Downtown,18717,11460550,0
26-VIC,4868,11381153:11454131:11460185,Dockyard via McKenzie/Tillicum,40061,11460185,1
26-VIC,4876,11381153:11454131:12155388,Dockyard via McKenzie/Tillicum,40061,12155388,1
30-VIC,4744,11302795:11454132:11462122,Downtown via Carey,18838,11462122,1
30-VIC,4867,11302795:11454132:11462926,Downtown via Carey,18838,11462926,1
30-VIC,4858,11302795:11454132:11463875,Downtown via Carey,18838,11463875,1
30-VIC,4875,11302795:11454132:12153675,Downtown via Carey,18838,12153675,1
30-VIC,4870,11302795:11454132:12153913,Downtown via Carey,18838,12153913,1
58-VIC,4869,11274726:11454140:11461209,Langford Exch via Westhills,18751,11461209,0
52-VIC,4743,11528965:11454141:11463330,Bear Mountain via Millstream,40065,11463330,1
21-VIC,4744,11305273:11454142:11462822,Interurban to Camosun only,23380,11462822,0
21-VIC,4867,11305273:11454142:11463544,Interurban to Camosun only,23380,11463544,0
21-VIC,4858,11305273:11454142:11464099,Interurban to Camosun only,23380,11464099,0
21-VIC,4875,11305273:11454142:12153347,Interurban to Camosun only,23380,12153347,0
21-VIC,4870,11305273:11454142:12153607,Interurban to Camosun only,23380,12153607,0
59-VIC,4869,11274717:11454144:11462438,Langford Exch via Triangle Mtn,19545,11462438,0
61-VIC,4868,11374294:11454146:11461091,Langford - Dunford/Jacklin,19160,11461091,0
61-VIC,4876,11374294:11454146:12154510,Langford - Dunford/Jacklin,19160,12154510,0
3-VIC,4869,11274225:11454148:11464895,Royal Jubilee via Quimper Loop,19489,11464895,1
32-VIC,4857,11306799:11454151:11463993,Cordova Bay,45371,11463993,0
32-VIC,4863,11306799:11454151:12153700,Cordova Bay,45371,12153700,0
32-VIC,4867,11306799:11454151:12154900,Cordova Bay,45371,12154900,0
32-VIC,4744,11306799:11454151:12155141,Cordova Bay,45371,12155141,0
8-VIC,4744,11359285:11454153:11459518,Oak Bay via Finlayson,45011,11459518,0
8-VIC,4867,11359285:11454153:11461610,Oak Bay via Finlayson,45011,11461610,0
8-VIC,4858,11359285:11454153:11463353,Oak Bay via Finlayson,45011,11463353,0
8-VIC,4870,11359285:11454153:12154723,Oak Bay via Finlayson,45011,12154723,0
8-VIC,4875,11359285:11454153:12154764,Oak Bay via Finlayson,45011,12154764,0
6-VIC,4487,11550009:11454156:11460487,Downtown via Royal Oak Ctr,18962,11460487,1
31-VIC,4869,11304276:11454159:11461166,Royal Oak Exch via Glanford,18743,11461166,0
31-VIC,4877,11304276:11454159:12154466,Royal Oak Exch via Glanford,18743,12154466,0
11-VIC,4869,11276644:11454161:11463994,UVic via Uplands,45062,11463994,0
11-VIC,4877,11276644:11454161:12153525,UVic via Uplands,45062,12153525,0
59-VIC,4869,11274741:11454169:11461209,Royal Bay Exch via Triangle Mtn,18872,11461209,1
11-VIC,4743,11527816:11454178:11461354,Tillicum Ctr via Gorge,44802,11461354,1
95-VIC,4743,11527433:11454186:11464852,Blink - to Langford,18836,11464852,1
49-VIC,4858,11243576:11454187:11459865,Skirt Mountain via Florence Lake,45303,11459865,0
49-VIC,4744,11243576:11454187:11460459,Skirt Mountain via Florence Lake,45303,11460459,0
49-VIC,4867,11243576:11454187:11462158,Skirt Mountain via Florence Lake,45303,11462158,0
72-VIC,4868,11302398:11454190:11464315,Downtown via Saanichton,44805,11464315,1
72-VIC,4876,11302398:11454190:12155038,Downtown via Saanichton,44805,12155038,1
59-VIC,4743,11529256:11454193:11463354,Royal Bay Exch via Triangle Mtn,18872,11463354,1
6A-VIC,4745,11518025:11454194:11464860,Royal Oak Exch via Emily Carr,21583,11464860,0
52-VIC,4868,11273554:11454195:11460208,Colwood Exch via Royal Bay,45222,11460208,0
95-VIC,4744,11280347:11454199:11463054,Blink - to Downtown,18717,11463054,0
95-VIC,4867,11280347:11454199:11463600,Blink - to Downtown,18717,11463600,0
95-VIC,4858,11280347:11454199:11463743,Blink - to Downtown,18717,11463743,0
95-VIC,4875,11280347:11454199:12153947,Blink - to Downtown,18717,12153947,0
95-VIC,4870,11280347:11454199:12155191,Blink - to Downtown,18717,12155191,0
3-VIC,4745,11519091:11454202:12155380,Royal Jubilee,19664,12155380,1
72-VIC,4868,11302378:11454203:11463032,Downtown via Saanichton,44805,11463032,1
72-VIC,4876,11302378:11454203:12155425,Downtown via Saanichton,44805,12155425,1
30-VIC,4487,11549609:11454206:11461687,Royal Oak Exch via Carey,18634,11461687,0
14-VIC,4858,11375391:11454207:11459630,Vic General via Craigflower,40195,11459630,1
14-VIC,4744,11375391:11454207:11460585,Vic General via Craigflower,40195,11460585,1
14-VIC,4867,11375391:11454207:11463460,Vic General via Craigflower,40195,11463460,1
14-VIC,4875,11375391:11454207:12154642,Vic General via Craigflower,40195,12154642,1
14-VIC,4870,11375391:11454207:12154920,Vic General via Craigflower,40195,12154920,1
39-VIC,4868,11358070:11454210:12155199,to Royal Oak Exch only,18868,12155199,1
4-VIC,4745,11518217:11454211:11463940,Downtown via Hillside,26927,11463940,1
59-VIC,4745,11519310:11454212:11464734,Royal Bay Exch via Triangle Mtn,18872,11464734,1
28-VIC,4858,11375175:11454215:11460543,Downtown via Shelbourne,44965,11460543,1
28-VIC,4867,11375175:11454215:11461320,Downtown via Shelbourne,44965,11461320,1
28-VIC,4744,11375175:11454215:11462861,Downtown via Shelbourne,44965,11462861,1
28-VIC,4875,11375175:11454215:12153810,Downtown via Shelbourne,44965,12153810,1
28-VIC,4870,11375175:11454215:12154395,Downtown via Shelbourne,44965,12154395,1
72-VIC,4744,11283965:11454218:11460890,Downtown via Saanichton,44805,11460890,1
72-VIC,4867,11283965:11454218:11461182,Downtown via Saanichton,44805,11461182,1
72-VIC,4858,11283965:11454218:11463619,Downtown via Saanichton,44805,11463619,1
72-VIC,4875,11283965:11454218:12155126,Downtown via Saanichton,44805,12155126,1
72-VIC,4870,11283965:11454218:12155166,Downtown via Saanichton,44805,12155166,1
57-VIC,4745,11519180:11454219:11464524,Langford Exch via McCallum,40271,11464524,1
27-VIC,4743,11528132:11454222:11464207,Gordon Head via Shelbourne,26178,11464207,0
4-VIC,4858,11281323:11454226:11462038,Downtown via Hillside,26927,11462038,1
4-VIC,4867,11281323:11454226:11462264,Downtown via Hillside,26927,11462264,1
4-VIC,4744,11281323:11454226:11464944,Downtown via Hillside,26927,11464944,1
4-VIC,4875,11281323:11454226:12153924,Downtown via Hillside,26927,12153924,1
4-VIC,4870,11281323:11454226:12154580,Downtown via Hillside,26927,12154580,1
4-VIC,4743,11527679:11454232:11463768,Downtown via Hillside,26927,11463768,1
27-VIC,4745,11518606:11454235:11464108,Downtown via Shelbourne,45299,11464108,1
5-VIC,4857,11353328:11454236:11461601,James Bay - Fisherman's Wharf,36285,11461601,1
5-VIC,4863,11353328:11454236:12153433,James Bay - Fisherman's Wharf,36285,12153433,1
5-VIC,4744,11353328:11454236:12153549,James Bay - Fisherman's Wharf,36285,12153549,1
5-VIC,4875,11353328:11454236:12153582,James Bay - Fisherman's Wharf,36285,12153582,1
5-VIC,4870,11353328:11454236:12154643,James Bay - Fisherman's Wharf,36285,12154643,1
5-VIC,4867,11353328:11454236:12155084,James Bay - Fisherman's Wharf,36285,12155084,1
26-VIC,4744,11281587:11454237:11460027,UVic via Tillicum/McKenzie,31720,11460027,0
26-VIC,4858,11281587:11454237:11463236,UVic via Tillicum/McKenzie,31720,11463236,0
26-VIC,4867,11281587:11454237:11463689,UVic via Tillicum/McKenzie,31720,11463689,0
26-VIC,4870,11281587:11454237:12154500,UVic via Tillicum/McKenzie,31720,12154500,0
26-VIC,4875,11281587:11454237:12155397,UVic via Tillicum/McKenzie,31720,12155397,0
27-VIC,4868,11340407:11454240:11463321,Downtown via Shelbourne,45299,11463321,1
27-VIC,4876,11340407:11454240:12154986,Downtown via Shelbourne,45299,12154986,1
61-VIC,4744,11305053:11454243:11462063,Sooke - Grant & W Coast,44803,11462063,1
61-VIC,4858,11305053:11454243:11463288,Sooke - Grant & W Coast,44803,11463288,1
61-VIC,4867,11305053:11454243:11464243,Sooke - Grant & W Coast,44803,11464243,1
61-VIC,4870,11305053:11454243:12154486,Sooke - Grant & W Coast,44803,12154486,1
61-VIC,4875,11305053:11454243:12154939,Sooke - Grant & W Coast,44803,12154939,1
32-VIC,4743,11529401:11454246:12153933,Cordova Bay,45371,12153933,0
6-VIC,4745,11518140:11454248:11462340,Downtown via Royal Oak Ctr,18962,11462340,1
27-VIC,4487,11549905:11454249:11462091,Downtown via Shelbourne,45299,11462091,1
26-VIC,4869,11382757:11454250:11463525,UVic via Tillicum/McKenzie,31720,11463525,0
26-VIC,4877,11382757:11454250:12154413,UVic via Tillicum/McKenzie,31720,12154413,0
27-VIC,4487,11549875:11454254:11460951,Downtown via Shelbourne,45299,11460951,1
6A-VIC,4745,11518023:11454255:11462942,Downtown via Emily Carr,21741,11462942,1
4-VIC,4869,11276295:11454256:11461831,Downtown via Hillside,26927,11461831,1
4-VIC,4877,11276295:11454256:12155272,Downtown via Hillside,26927,12155272,1
30-VIC,4869,11304236:11454258:11460798,Royal Oak Exch via Carey,18634,11460798,0
30-VIC,4877,11304236:11454258:12154596,Royal Oak Exch via Carey,18634,12154596,0
61-VIC,4487,11549080:11454259:11460023,Sooke - Grant & W Coast,45128,11460023,1
95-VIC,4868,11372731:11454263:11462759,Blink - to Langford,18836,11462759,1
95-VIC,4876,11372731:11454263:12153318,Blink - to Langford,18836,12153318,1
26-VIC,4868,11381147:11454264:11463612,Dockyard via McKenzie/Tillicum,40061,11463612,1
26-VIC,4876,11381147:11454264:12153949,Dockyard via McKenzie/Tillicum,40061,12153949,1
4-VIC,4743,11527779:11454275:11460425,Downtown via Hillside,26927,11460425,1
60-VIC,4743,11529303:11454278:11462712,Langford Exch via Lagoon,19362,11462712,0
6-VIC,4745,11518067:11454279:11461542,Downtown via Royal Oak Ctr,18962,11461542,1
8-VIC,4869,11340701:11454280:11464738,Tillicum Ctr via Finlayson,45375,11464738,1
8-VIC,4877,11340701:11454280:12154194,Tillicum Ctr via Finlayson,45375,12154194,1
25-VIC,4868,11348123:11454284:11460552,Tillicum Ctr via Munro,26113,11460552,1
25-VIC,4876,11348123:11454284:12153627,Tillicum Ctr via Munro,26113,12153627,1
2-VIC,4876,11277140:11454286:12153807,South Oak Bay,23427,12153807,0
2-VIC,4868,11277140:11454286:12153903,South Oak Bay,23427,12153903,0
6-VIC,4743,11528423:11454290:11462966,Royal Oak Exch via Royal Oak Ctr,18715,11462966,0
70X-VIC,4868,11302413:11454291:11459721,Express to Victoria,44974,11459721,1
70X-VIC,4876,11302413:11454291:12153686,Express to Victoria,44974,12153686,1
4-VIC,4487,11549448:11454292:11459864,UVic via Hillside,18645,11459864,0
15-VIC,4487,11550325:11454295:11460212,UVic - Fort/Foul Bay Express,19054,11460212,0
75-VIC,4743,11528023:11454298:11459740,Downtown - Keating Industrial,44918,11459740,1
95-VIC,4868,11374246:11454300:11462759,Blink - to Downtown,18717,11462759,0
95-VIC,4876,11374246:11454300:12153318,Blink - to Downtown,18717,12153318,0
15-VIC,4745,11518768:11454306:11462591,UVic - Fort/Foul Bay Express,19054,11462591,0
28-VIC,4869,11340582:11454309:11460466,Majestic via Shelbourne,26525,11460466,0
28-VIC,4877,11340582:11454309:12155113,Majestic via Shelbourne,26525,12155113,0
61-VIC,4743,11527362:11454310:11462472,Sooke - Grant & W Coast,45128,11462472,1
6-VIC,4743,11528320:11454312:11464360,Downtown via Royal Oak Ctr,18962,11464360,1
60-VIC,4743,11529265:11454314:11462275,Royal Bay Exch via Lagoon,18644,11462275,1
75-VIC,4487,11549694:11454315:11460694,Downtown - Keating Industrial,44918,11460694,1
4-VIC,4868,11277469:11454317:11461064,UVic via Hillside,18645,11461064,0
4-VIC,4876,11277469:11454317:12154816,UVic via Hillside,18645,12154816,0
8-VIC,4744,11359281:11454330:11459518,Interurban via Finlayson,44787,11459518,1
8-VIC,4867,11359281:11454330:11461610,Interurban via Finlayson,44787,11461610,1
8-VIC,4858,11359281:11454330:11463353,Interurban via Finlayson,44787,11463353,1
8-VIC,4870,11359281:11454330:12154723,Interurban via Finlayson,44787,12154723,1
8-VIC,4875,11359281:11454330:12154764,Interurban via Finlayson,44787,12154764,1
6-VIC,4745,11518133:11454331:11463443,Royal Oak Exch via Royal Oak Ctr,18715,11463443,0
21-VIC,4868,11358152:11454337:11463597,Downtown - to 7 UVic,23385,11463597,1
6-VIC,4743,11528300:11454339:11459740,Downtown via Royal Oak Ctr,18962,11459740,1
21-VIC,4743,11529411:11454340:12154903,Interurban to Camosun only,23380,12154903,0
95-VIC,4868,11374162:11454342:11464596,Blink - to Langford,18836,11464596,1
95-VIC,4876,11374162:11454342:12154744,Blink - to Langford,18836,12154744,1
88A-VIC,4744,11303036:11454346:11459589,Airport - bypass Industrial,44966,11459589,1
88A-VIC,4858,11303036:11454346:11461073,Airport - bypass Industrial,44966,11461073,1
88A-VIC,4867,11303036:11454346:11464069,Airport - bypass Industrial,44966,11464069,1
26-VIC,4867,11281634:11454349:11461257,UVic via Tillicum/McKenzie,31720,11461257,0
26-VIC,4858,11281634:11454349:11463244,UVic via Tillicum/McKenzie,31720,11463244,0
26-VIC,4744,11281634:11454349:11464445,UVic via Tillicum/McKenzie,31720,11464445,0
26-VIC,4870,11281634:11454349:12153415,UVic via Tillicum/McKenzie,31720,12153415,0
26-VIC,4875,11281634:11454349:12155223,UVic via Tillicum/McKenzie,31720,12155223,0
27-VIC,4487,11549879:11454355:11461420,Downtown via Shelbourne,45299,11461420,1
28-VIC,4869,11340589:11454359:11461166,Downtown via Shelbourne,44965,11461166,1
28-VIC,4877,11340589:11454359:12154466,Downtown via Shelbourne,44965,12154466,1
14-VIC,4858,11375469:11454367:11459630,Vic General via Craigflower,40195,11459630,1
14-VIC,4744,11375469:11454367:11460585,Vic General via Craigflower,40195,11460585,1
14-VIC,4867,11375469:11454367:11463460,Vic General via Craigflower,40195,11463460,1
14-VIC,4875,11375469:11454367:12154642,Vic General via Craigflower,40195,12154642,1
14-VIC,4870,11375469:11454367:12154920,Vic General via Craigflower,40195,12154920,1
49-VIC,4869,11274817:11454373:11462021,Langford Exch via Florence Lake,36543,11462021,1
59-VIC,4745,11519218:11454377:11464714,Langford Exch via Triangle Mtn,19545,11464714,0
26-VIC,4869,11382771:11454382:11460407,UVic via Tillicum/McKenzie,31720,11460407,0
26-VIC,4877,11382771:11454382:12154668,UVic via Tillicum/McKenzie,31720,12154668,0
30-VIC,4743,11528049:11454384:11461729,Downtown via Carey,18838,11461729,1
6A-VIC,4745,11518070:11454388:11464692,Royal Oak Exch via Emily Carr,21583,11464692,0
31-VIC,4868,11303910:11454389:11462272,Royal Oak Exch via Glanford,18743,11462272,0
31-VIC,4876,11303910:11454389:12154924,Royal Oak Exch via Glanford,18743,12154924,0
70-VIC,4868,11302333:11454390:11461252,Swartz Bay Ferry via Hwy 17,45315,11461252,0
70-VIC,4876,11302333:11454390:12155028,Swartz Bay Ferry via Hwy 17,45315,12155028,0
31-VIC,4487,11549563:11454396:11460071,Royal Oak Exch via Glanford,18743,11460071,0
6-VIC,4744,11303284:11454397:11463944,Downtown via Royal Oak Ctr,18962,11463944,1
6-VIC,4867,11303284:11454397:11464275,Downtown via Royal Oak Ctr,18962,11464275,1
6-VIC,4858,11303284:11454397:11464768,Downtown via Royal Oak Ctr,18962,11464768,1
6-VIC,4870,11303284:11454397:12153790,Downtown via Royal Oak Ctr,18962,12153790,1
6-VIC,4875,11303284:11454397:12154746,Downtown via Royal Oak Ctr,18962,12154746,1
5-VIC,4743,11527583:11454398:11463210,James Bay - Fisherman's Wharf,19426,11463210,1
31-VIC,4745,11518331:11454401:11464860,Royal Oak Exch via Glanford,18743,11464860,0
6-VIC,4868,11343084:11454416:11461212,Downtown via Royal Oak Ctr,18962,11461212,1
6-VIC,4876,11343084:11454416:12153379,Downtown via Royal Oak Ctr,18962,12153379,1
70-VIC,4867,11283959:11454421:11461977,Downtown via Hwy 17,44963,11461977,1
70-VIC,4858,11283959:11454421:11462387,Downtown via Hwy 17,44963,11462387,1
70-VIC,4744,11283959:11454421:11465024,Downtown via Hwy 17,44963,11465024,1
70-VIC,4875,11283959:11454421:12153516,Downtown via Hwy 17,44963,12153516,1
70-VIC,4870,11283959:11454421:12155353,Downtown via Hwy 17,44963,12155353,1
26-VIC,4487,11550492:11454426:11460968,UVic via Tillicum/McKenzie,31720,11460968,0
6-VIC,4743,11528367:11454431:11461729,Downtown via Royal Oak Ctr,18962,11461729,1
14-VIC,4744,11416864:11454432:11461159,to Downtown only,40008,11461159,1
14-VIC,4867,11416864:11454432:11461248,to Downtown only,40008,11461248,1
14-VIC,4858,11416864:11454432:11461598,to Downtown only,40008,11461598,1
14-VIC,4875,11416864:11454432:12153552,to Downtown only,40008,12153552,1
14-VIC,4870,11416864:11454432:12153696,to Downtown only,40008,12153696,1
30-VIC,4868,11303947:11454438:11464746,Downtown via Carey,18838,11464746,1
30-VIC,4876,11303947:11454438:12155012,Downtown via Carey,18838,12155012,1
24-VIC,4868,11348126:11454439:11460552,Cedar Hill via Cook North,44800,11460552,0
24-VIC,4876,11348126:11454439:12153627,Cedar Hill via Cook North,44800,12153627,0
32-VIC,4743,11529525:11454440:12154903,Cordova Bay,45371,12154903,0
88A-VIC,4857,11303010:11454442:11463180,Sidney - bypass Industrial,44858,11463180,0
88A-VIC,4744,11303010:11454442:12154918,Sidney - bypass Industrial,44858,12154918,0
88A-VIC,4863,11303010:11454442:12155087,Sidney - bypass Industrial,44858,12155087,0
88A-VIC,4867,11303010:11454442:12155292,Sidney - bypass Industrial,44858,12155292,0
4-VIC,4858,11280483:11454446:11461918,Downtown via Hillside,26927,11461918,1
4-VIC,4867,11280483:11454446:11462578,Downtown via Hillside,26927,11462578,1
4-VIC,4744,11280483:11454446:11463614,Downtown via Hillside,26927,11463614,1
4-VIC,4870,11280483:11454446:12153922,Downtown via Hillside,26927,12153922,1
4-VIC,4875,11280483:11454446:12154459,Downtown via Hillside,26927,12154459,1
75-VIC,4868,11303899:11454454:11463678,Saanichton Exch to Route 81,44935,11463678,0
75-VIC,4876,11303899:11454454:12155234,Saanichton Exch to Route 81,44935,12155234,0
6A-VIC,4745,11518083:11454455:11464249,Downtown via Emily Carr,21741,11464249,1
11-VIC,4487,11549510:11454457:11464379,Tillicum Ctr via Gorge,44802,11464379,1
5-VIC,4745,11517973:11454460:11460441,Willows,23383,11460441,0
21-VIC,4868,11358209:11454466:11462923,Downtown - to 7 UVic,23385,11462923,1
25-VIC,4869,11349397:11454469:11461721,Tillicum Ctr via Munro,26113,11461721,1
